pl_hostname,pl_letter,pl_dens,pl_disc,pl_massj,pl_radj,pl_orbsmax,pl_orbper,st_bmvj,st_dist,st_lum,st_rad,st_spstr
Kepler-188,c,,2014,,0.285,0.066000,5.99655300,,,,1.14,
Kepler-19,c,,2011,6.00000,,,160.00000000,,2119.00,,0.85,
Kepler-191,b,,2014,,0.120,0.087000,9.93963200,,,,0.79,
Kepler-193,b,,2014,,0.213,0.106000,11.38848000,,,,1.15,
Kepler-194,d,,2014,,0.214,0.275000,52.81497300,,,,1.02,
Kepler-196,c,,2014,,0.200,0.240000,47.42773700,,,,0.78,
Kepler-198,b,,2014,,0.252,0.131000,17.79003700,,,,0.94,
Kepler-20,e,,2011,0.01000,0.077,,6.09849300,,290.00,-0.149,0.94,
Kepler-200,b,,2014,,0.190,0.080000,8.59480500,,,,0.94,
Kepler-202,b,,2014,,0.145,0.045000,4.06942700,,,,0.67,
Kepler-204,b,,2014,,0.226,0.117000,14.40097400,,,,1.24,
Kepler-206,b,,2014,,0.107,0.078000,7.78198700,,,,1.19,
Kepler-207,c,,2014,,0.134,0.044000,3.07157100,,,,1.59,
Kepler-208,d,,2014,,0.107,0.103000,11.13178600,,,,1.31,
Kepler-210,c,,2014,,0.323,0.070000,7.97251300,,,,0.65,
Kepler-212,c,,2014,,0.244,0.207000,31.80517400,,,,1.46,
Kepler-242,c,,2014,,0.178,0.109000,14.49648100,,,,0.85,
Kepler-244,c,,2014,,0.183,0.087000,9.76729200,,,,0.80,
Kepler-246,b,,2014,,0.209,0.052000,4.60182000,,,,0.83,
Kepler-247,d,,2014,,0.352,0.140000,20.47791200,,,,0.77,
Kepler-249,c,,2014,,0.135,0.058000,7.11370200,,,,0.48,
Kepler-25,d,,2014,0.28300,,,123.00000000,,,,1.31,
Kepler-250,d,,2014,,0.194,0.127000,17.64831200,,,,0.81,
Kepler-252,b,,2014,,0.110,0.058000,6.66839100,,,,0.55,
Kepler-253,d,,2014,,0.283,0.130000,18.11986900,,,,0.79,
Kepler-255,b,,2014,,0.138,0.063000,5.71460600,,,,0.93,
Kepler-604,b,,2016,,0.231,,25.85501786,,981.00,,1.03,
Kepler-605,b,,2016,,0.128,,3.38353807,,570.00,,0.88,
Kepler-605,c,,2016,,0.077,,2.35895152,,570.00,,0.88,
Kepler-606,b,,2016,,0.295,,24.31575992,,1208.00,,1.22,
Kepler-607,b,,2016,,0.078,,0.63816320,,500.00,,0.80,
Kepler-608,b,,2016,,0.325,,6.41251504,,926.00,,1.01,
Kepler-609,b,,2016,,0.299,,6.52121067,,1143.00,,1.14,
Kepler-610,b,,2016,,0.374,,6.99692655,,1113.00,,1.13,
Kepler-610,c,,2016,,0.294,,151.86392000,,1113.00,,1.13,
Kepler-191,d,,2016,,0.203,,5.94504102,,,,0.79,
Kepler-611,b,,2016,,0.147,,2.43703330,,906.00,,1.01,
Kepler-192,d,,2016,,0.091,,6.47027579,,,,1.01,
Kepler-612,b,,2016,,0.253,,3.72215641,,932.00,,0.96,
Kepler-613,b,,2016,,0.204,,15.77979614,,864.00,,0.96,
Kepler-614,b,,2016,,0.213,,14.03491514,,571.00,,0.81,
Kepler-615,b,,2016,,0.155,,10.35584657,,330.00,,0.69,
Kepler-616,b,,2016,,0.217,,9.99761851,,1019.00,,0.97,
Kepler-616,c,,2016,,0.304,,90.41135560,,1019.00,,0.97,
Kepler-617,b,,2016,,0.118,,1.68269615,,150.00,,0.48,
Kepler-618,b,,2016,,0.232,,3.59576964,,1115.00,,1.08,
Kepler-619,b,,2016,,0.282,,5.40427220,,1111.00,,1.11,
Kepler-619,c,,2016,,0.151,,1.20846503,,1111.00,,1.11,
Kepler-620,b,,2016,,0.296,,12.91375431,,1241.00,,1.22,
Kepler-621,b,,2016,,0.205,,2.62811375,,389.00,,0.68,
Kepler-622,b,,2016,,0.190,,14.28226676,,259.00,,0.61,
HD 143105,b,,2016,,,0.037900,2.19740000,0.520,48.70,,,F5
HIP 109600,b,,2016,,,0.706000,232.08000000,0.750,58.60,,,G5
HD 35759,b,,2016,,,0.389000,82.46700000,0.590,72.50,,,G0
HIP 109384,b,,2016,,,1.134000,499.48000000,0.790,56.20,,,G5
HD 220842,b,,2016,,,0.740000,218.47000000,0.580,62.50,,,F8
HD 12484,b,,2016,,,0.297000,58.83000000,0.660,51.10,,,F8
HIP 65407,b,,2016,,,0.177000,28.12500000,0.780,55.50,,,K0
HIP 65407,c,,2016,,,0.316000,67.30000000,0.780,55.50,,,K0
HD 141399,b,,2014,,,0.415000,94.44000000,0.730,36.20,,,K0
HD 141399,c,,2014,,,0.689000,201.99000000,0.730,36.20,,,K0
HD 141399,d,,2014,,,2.090000,1069.80000000,0.730,36.20,,,K0
HD 141399,e,,2014,,,5.000000,5000.00000000,0.730,36.20,,,K0
KELT-4 A,b,0.22800,2016,0.90200,1.699,0.043170,2.98959320,0.490,210.00,0.535,1.60,F
K2-28,b,,2016,,0.207,0.021400,2.26045500,1.815,53.00,,0.29,M4
K2-19,d,,2016,,0.102,0.034400,2.50856000,0.796,291.00,,0.86,G9 V
K2-31,b,,2016,1.77400,1.060,0.022000,1.25785000,0.831,,,0.78,G7 V
K2-32,b,,2016,,0.480,0.080800,8.99218000,0.971,,,0.87,G9 V
K2-32,d,,2016,,0.335,0.187300,31.71922000,0.971,,,0.87,G9 V
K2-32,c,,2016,,0.310,0.140700,20.65614000,0.971,,,0.87,G9 V
WASP-119,b,0.70000,2016,1.23000,1.400,0.036300,2.49979000,,333.00,,1.20,G5
WASP-124,b,0.43000,2016,0.60000,1.240,0.044900,3.37265000,,433.00,,1.02,F9
WASP-126,b,0.41000,2016,0.28000,0.960,0.044900,3.28880000,,234.00,,1.27,G2
WASP-129,b,1.60000,2016,1.00000,0.930,0.062800,5.74814500,,246.00,,0.90,G1
WASP-133,b,0.88000,2016,1.16000,1.210,0.034500,2.17642300,,547.00,,1.44,G4
Kepler-198,d,,2016,,0.136,,1.31184443,,,,0.94,
Kepler-624,b,,2016,,0.206,,14.58649607,,731.00,,1.18,
Kepler-625,b,,2016,,0.178,,7.75192492,,502.00,,0.96,
Kepler-625,c,,2016,,0.094,,4.16536510,,502.00,,0.96,
Kepler-626,b,,2016,,0.204,,14.48585199,,690.00,,1.05,
Kepler-627,b,,2016,,0.333,,40.69944430,,1143.00,,1.49,
Kepler-628,b,,2016,,0.749,,15.45805670,,579.00,,1.28,
Kepler-629,b,,2016,,0.123,,7.23858540,,383.00,,0.84,
Kepler-630,b,,2016,,0.284,,161.47439370,,657.00,,1.04,
Kepler-631,b,,2016,,0.259,,17.97979059,,843.00,,1.33,
Kepler-632,b,,2016,,0.197,,30.99660733,,349.00,,0.84,
Kepler-633,b,,2016,,0.145,,8.50340718,,634.00,,1.15,
Kepler-634,b,,2016,,0.169,,5.16950177,,757.00,,1.24,
Kepler-635,b,,2016,,0.236,,23.44971004,,826.00,,1.51,
Kepler-636,b,,2016,,0.397,,16.08066115,,341.00,,0.80,
Kepler-637,b,,2016,,0.424,,23.20584623,,1575.00,,2.56,
Kepler-638,b,,2016,,0.163,,6.07972888,,426.00,,0.93,
Kepler-639,b,,2016,,0.212,,10.21420496,,680.00,,1.29,
Kepler-640,b,,2016,,0.228,,22.24813967,,538.00,,0.94,
Kepler-641,b,,2016,,0.165,,9.48961571,,673.00,,1.13,
Kepler-642,b,,2016,,0.259,,4.41745855,,1022.00,,1.66,
Kepler-643,b,,2016,,0.906,,16.33889626,,1029.00,,2.52,
Kepler-644,b,,2016,,0.281,,3.17391710,,1413.00,,1.81,
Kepler-645,b,,2016,,0.187,,3.27582262,,901.00,,1.21,
Kepler-646,b,,2016,,0.178,,15.87364565,,513.00,,0.91,
Kepler-647,b,,2016,,0.104,,16.22546490,,789.00,,1.07,
Kepler-648,b,,2016,,0.287,,17.42117490,,665.00,,0.98,
Kepler-649,b,,2016,,0.202,,29.90722674,,525.00,,0.94,
Kepler-650,b,,2016,,0.264,,3.03214559,,805.00,,1.35,
Kepler-651,b,,2016,,0.211,,21.38521506,,537.00,,0.87,
Kepler-217,d,,2016,,0.118,,3.88689525,,,,1.80,
Kepler-218,d,,2016,,0.237,,124.52446470,,,,1.06,
Kepler-652,b,,2016,,0.222,,4.18200253,,423.00,,0.88,
Kepler-653,b,,2016,,0.174,,14.70748976,,593.00,,1.19,
Kepler-653,c,,2016,,0.070,,0.90037648,,593.00,,1.19,
Kepler-654,b,,2016,,0.185,,13.72465129,,661.00,,1.11,
Kepler-655,b,,2016,,0.242,,46.40633580,,783.00,,1.24,
Kepler-656,b,,2016,,0.278,,1.26025909,,867.00,,0.82,
Kepler-657,b,,2016,,0.314,,24.54350418,,1244.00,,1.01,
Kepler-658,b,,2016,,0.145,,1.28707676,,341.00,,0.60,
Kepler-659,b,,2016,,0.223,,17.67179600,,688.00,,0.74,
Kepler-660,b,,2016,,0.229,,9.27358194,,564.00,,0.71,
Kepler-661,b,,2016,,0.274,,6.02930132,,558.00,,0.67,
Kepler-662,b,,2016,,0.194,,21.67697486,,641.00,,0.74,
Kepler-663,b,,2016,,0.232,,4.99678284,,1030.00,,0.82,
Kepler-664,b,,2016,,0.237,,2.52559332,,1386.00,,1.02,
Kepler-665,b,,2016,,0.232,,16.01310205,,651.00,,0.74,
Kepler-666,b,,2016,,0.214,,4.49876092,,1330.00,,1.05,
Kepler-667,b,,2016,,0.422,,41.43962808,,907.00,,0.87,
Kepler-668,b,,2016,,0.241,,8.35390639,,877.00,,0.82,
Kepler-669,b,,2016,,0.431,,4.12554687,,1778.00,,1.20,
Kepler-670,b,,2016,,1.176,,2.81650485,,980.00,,0.99,
Kepler-671,b,,2016,,0.240,,4.28095859,,1139.00,,0.95,
Kepler-672,b,,2016,,0.223,,38.37746230,,1011.00,,0.92,
Kepler-673,b,,2016,,0.583,,3.72873109,,978.00,,0.84,
Kepler-674,b,,2016,,0.151,,2.24338185,,302.00,,0.57,
Kepler-675,b,,2016,,0.218,,2.33743801,,651.00,,0.75,
Kepler-676,b,,2016,,0.271,,11.59822172,,243.00,,0.49,
Kepler-677,b,,2016,,0.480,,6.57531678,,1180.00,,0.99,
Kepler-678,b,,2016,,0.459,,7.27503724,,875.00,,0.91,
HD 219134,b,,2015,,,0.038474,3.09310000,0.990,6.55,-0.509,0.77,K3 V
HD 219134,c,,2015,,,0.064816,6.76350000,0.990,6.55,-0.509,0.77,K3 V
HD 219134,d,,2015,,,0.235080,46.71000000,0.990,6.55,-0.509,0.77,K3 V
Kepler-679,b,,2016,,0.269,,12.39358604,,968.00,,0.84,
KOI-94,d,0.36300,2013,0.33400,1.005,0.168400,22.34298900,,,0.479,1.52,
GJ 1132,b,6.00000,2015,0.00510,0.103,,1.62893000,1.680,12.04,-2.359,0.21,M4.5 V
K2-27,b,1.80000,2016,0.09156,0.397,,6.77145000,0.862,,,0.85,
Pr0211,c,,2016,,,5.500000,4850.00000000,0.917,,,0.83,
K2-24,b,,2016,,0.520,0.154200,20.88508000,0.940,181.00,,1.21,G9 V
K2-24,c,,2016,,0.723,0.247100,42.36342000,0.940,181.00,,1.21,G9 V
Kepler-680,b,,2016,,0.216,,3.68992629,,1342.00,,1.11,
Kepler-681,b,,2016,,0.275,,26.39435646,,666.00,,0.76,
Kepler-682,b,,2016,,0.658,,12.61190667,,951.00,,0.89,
Kepler-683,b,,2016,,0.176,,2.53918318,,976.00,,0.95,
Kepler-684,b,,2016,,0.300,,6.77030201,,1066.00,,0.86,
Kepler-685,b,,2016,,0.944,,1.62552220,,1145.00,,1.16,
Kepler-686,b,,2016,,1.084,,1.59474546,,1203.00,,0.92,
Kepler-687,b,,2016,,0.314,,20.50586978,,628.00,,0.73,
Kepler-688,b,,2016,,0.871,,3.89593684,,1247.00,,0.96,
Kepler-689,b,,2016,,0.258,,22.36656079,,1044.00,,0.88,
Kepler-690,b,,2016,,0.531,,7.74809437,,1653.00,,1.16,
Kepler-691,b,,2016,,0.186,,8.11437900,,239.00,,0.50,
Kepler-692,b,,2016,,0.277,,21.81293494,,1000.00,,0.86,
Kepler-693,b,,2016,,0.908,,15.37563332,,1002.00,,0.72,
Kepler-694,b,,2016,,0.250,,6.36584161,,1023.00,,0.95,
Kepler-695,b,,2016,,0.822,,3.04033042,,620.00,,0.80,
Kepler-696,b,,2016,,0.548,,4.19042557,,1285.00,,1.08,
Kepler-697,b,,2016,,0.368,,3.70987065,,1091.00,,0.88,
Kepler-698,b,,2016,,0.328,,16.32976218,,1135.00,,0.91,
Kepler-699,b,,2016,,1.259,,27.80756293,,888.00,,0.78,
Kepler-700,b,,2016,,0.534,,80.87206390,,1061.00,,0.96,
Kepler-701,b,,2016,,0.253,,10.35533177,,755.00,,0.84,
Kepler-702,b,,2016,,0.818,,10.52629406,,892.00,,0.86,
Kepler-703,b,,2016,,0.732,,4.58352176,,1482.00,,1.27,
Kepler-704,b,,2016,,0.233,,3.76182115,,1054.00,,0.96,
Kepler-705,b,,2016,,0.188,,56.05605380,,251.00,,0.51,
Kepler-706,b,,2016,,1.175,,41.40831347,,810.00,,0.84,
Kepler-707,b,,2016,,0.119,,2.23749275,,626.00,,0.76,
Kepler-708,b,,2016,,0.261,,3.16789194,,1241.00,,0.96,
Kepler-709,b,,2016,,0.261,,16.08524954,,668.00,,0.77,
Kepler-245,e,,2016,,0.156,,3.21982106,,,,0.80,
Kepler-710,b,,2016,,0.168,,4.34728553,,919.00,,0.91,
Kepler-711,b,,2016,,0.304,,23.58914398,,664.00,,0.80,
Kepler-712,b,,2016,,0.304,,21.02247699,,944.00,,0.78,
Kepler-712,c,,2016,,0.433,,226.89047000,,944.00,,0.78,
Kepler-713,b,,2016,,0.221,,7.41114100,,1003.00,,0.99,
Kepler-714,b,,2016,,0.863,,8.09888799,,1460.00,,1.12,
Kepler-716,b,,2016,,0.259,,10.37168453,,675.00,,0.78,
Kepler-717,b,,2016,,0.216,,4.40840023,,1126.00,,0.85,
Kepler-718,b,,2016,,1.477,,2.05234990,,1520.00,,1.30,
Kepler-719,b,,2016,,0.760,,5.00731778,,1427.00,,0.98,
Kepler-720,b,,2016,,0.750,,4.70832654,,880.00,,0.92,
Kepler-721,b,,2016,,0.236,,5.39202539,,848.00,,0.78,
Kepler-722,b,,2016,,0.235,,4.09357325,,1375.00,,1.05,
Kepler-722,c,,2016,,0.252,,105.14474900,,1375.00,,1.05,
Kepler-723,b,,2016,,1.088,,4.08227507,,965.00,,0.89,
Kepler-724,b,,2016,,0.294,,3.31494634,,862.00,,0.86,
Kepler-715,b,,2016,,0.335,,10.00652995,,1214.00,,1.04,
Kepler-725,b,,2016,,0.948,,39.64317811,,778.00,,0.84,
Kepler-726,b,,2016,,0.291,,21.80451088,,838.00,,0.85,
Kepler-727,b,,2016,,0.226,,5.15448442,,892.00,,0.86,
Kepler-728,b,,2016,,0.298,,5.74347727,,1236.00,,0.93,
Kepler-729,b,,2016,,0.319,,3.16635371,,1271.00,,0.91,
Kepler-730,b,,2016,,0.822,,6.49168426,,1455.00,,1.01,
Kepler-731,b,,2016,,1.238,,3.85560355,,1311.00,,1.06,
Kepler-732,b,,2016,,0.194,,9.46781405,,150.00,,0.46,
Kepler-732,c,,2016,,0.113,,0.89304124,,150.00,,0.46,
Kepler-733,b,,2016,,0.252,,20.83424726,,980.00,,0.86,
Kepler-255,d,,2016,,0.118,,1.04562266,,,,0.93,
Kepler-734,b,,2016,,0.318,,6.10485286,,553.00,,0.78,
Kepler-735,b,,2016,,0.263,,11.51516988,,790.00,,0.80,
Kepler-736,b,,2016,,0.261,,3.60147201,,1007.00,,0.81,
Kepler-737,b,,2016,,0.175,,28.59915399,,195.00,,0.48,
Kepler-738,b,,2016,,0.223,,24.58721573,,992.00,,0.82,
Kepler-739,b,,2016,,0.296,,12.53248465,,1128.00,,0.90,
Kepler-740,b,,2016,,0.408,,3.58410122,,1262.00,,0.87,
Kepler-741,b,,2016,,0.265,,7.03902374,,1530.00,,1.24,
Kepler-742,b,,2016,,0.289,,8.36086824,,499.00,,0.71,
Kepler-743,b,,2016,,0.108,,3.17926292,,258.00,,0.85,
Kepler-745,b,,2016,,0.193,,9.93143556,,1199.00,,1.04,
Kepler-746,b,,2016,,0.099,,3.48159251,,450.00,,0.93,
Kepler-747,b,,2016,,0.470,,35.61760587,,855.00,,0.78,
Kepler-748,b,,2016,,0.225,,7.40742793,,1271.00,,1.10,
Kepler-749,b,,2016,,0.277,,17.31716585,,753.00,,0.75,
Kepler-750,b,,2016,,0.274,,9.42887179,,1181.00,,1.23,
Kepler-750,c,,2016,,0.145,,4.08899022,,1181.00,,1.23,
alf Tau,b,,2015,,,1.460000,628.96000000,1.520,20.43,,45.10,K5 III
2MASS J19383260+4603591,b,,2015,1.90000,,0.920000,416.00000000,,,,,
MOA 2010-BLG-328L,b,,2013,0.02895,,0.920000,,,810.00,,,
MOA 2011-BLG-262L,b,,2014,0.05663,,0.840000,,,7000.00,,,
HATS-8,b,0.25900,2015,0.13800,0.873,0.046670,3.58389300,,829.00,,1.09,
Kepler-744,b,,2016,,0.145,,12.06222443,,486.00,,0.93,
51 Eri,b,,2015,2.00000,,13.200000,,0.280,29.40,0.850,,F0 IV
HAT-P-1,b,0.28200,2006,0.52500,1.319,0.055610,4.46529976,0.560,139.00,,1.17,G0 V
K2-21,b,2.70000,2015,,0.142,0.073100,9.32414000,1.290,65.00,,0.60,M0.0
K2-21,c,5.40000,2015,,0.171,0.102600,15.50120000,1.290,65.00,,0.60,M0.0
K2-30,b,0.64000,2016,0.57900,1.039,0.048390,4.09850300,0.976,278.00,-0.256,0.84,G6 V
Kepler-751,b,,2016,,0.219,,17.44490636,,748.00,,0.84,
Kepler-752,b,,2016,,0.251,,18.82747265,,1075.00,,0.83,
Kepler-753,b,,2016,,0.170,,5.74772501,,278.00,,0.65,
Kepler-754,b,,2016,,0.179,,14.55962370,,1192.00,,1.08,
Kepler-755,b,,2016,,0.157,,1.26909037,,368.00,,0.77,
Kepler-755,c,,2016,,0.112,,2.85313364,,368.00,,0.77,
Kepler-756,b,,2016,,0.100,,1.22486632,,852.00,,0.79,
Kepler-757,b,,2016,,0.121,,1.02267882,,1016.00,,1.13,
Kepler-758,b,,2016,,0.221,,12.10971040,,1353.00,,1.42,
Kepler-758,c,,2016,,0.151,,4.75793986,,1353.00,,1.42,
Kepler-758,d,,2016,,0.189,,20.49661970,,1353.00,,1.42,
Kepler-758,e,,2016,,0.136,,8.19347190,,1353.00,,1.42,
Kepler-759,b,,2016,,0.203,,41.80598500,,892.00,,1.04,
Kepler-760,c,,2016,,0.132,,2.46697439,,782.00,,0.85,
Kepler-761,b,,2016,,0.181,,10.12804789,,867.00,,0.93,
Kepler-762,b,,2016,,1.131,,3.77055210,,1465.00,,1.08,
Kepler-763,b,,2016,,0.109,,1.19655156,,902.00,,0.80,
Kepler-764,b,,2016,,0.146,,7.33683936,,1013.00,,0.89,
Kepler-765,b,,2016,,0.217,,27.66552260,,1000.00,,1.06,
Kepler-766,b,,2016,,0.302,,6.10027804,,1614.00,,1.15,
Kepler-767,b,,2016,,0.592,,161.52801010,,1185.00,,0.94,
Kepler-768,b,,2016,,0.160,,11.39100250,,795.00,,0.78,
Kepler-769,b,,2016,,0.261,,7.42608998,,1362.00,,1.28,
Kepler-760,b,,2016,,0.273,,8.70419416,,782.00,,0.85,
Kepler-769,c,,2016,,0.160,,15.98701740,,1362.00,,1.28,
Kepler-770,b,,2016,,0.205,,18.92540274,,761.00,,0.92,
Kepler-770,c,,2016,,0.107,,1.47532231,,761.00,,0.92,
Kepler-770,d,,2016,,0.125,,4.15244722,,761.00,,0.92,
Kepler-771,b,,2016,,0.162,,8.73485836,,1000.00,,1.05,
Kepler-772,b,,2016,,0.162,,12.99207337,,689.00,,1.11,
Kepler-773,b,,2016,,0.128,,3.74910006,,528.00,,1.01,
Kepler-774,b,,2016,,0.283,,11.08957230,,1190.00,,2.42,
Kepler-775,b,,2016,,0.106,,0.97486893,,400.00,,0.84,
Kepler-776,b,,2016,,0.114,,4.89718784,,727.00,,0.78,
Kepler-777,b,,2016,,0.131,,5.72812599,,383.00,,0.56,
Kepler-778,b,,2016,,0.150,,3.75574426,,899.00,,0.77,
Kepler-779,b,,2016,,0.082,,7.09714223,,224.00,,0.44,
Kepler-780,b,,2016,,0.079,,0.67737516,,520.00,,1.02,
Kepler-271,d,,2016,,0.059,,5.24972541,,,,0.88,
Kepler-781,b,,2016,,0.258,,13.21407320,,1036.00,,0.78,
Kepler-782,b,,2016,,0.286,,158.68533080,,412.00,,1.01,
Kepler-783,b,,2016,,0.070,,4.29264638,,544.00,,0.89,
Kepler-784,b,,2016,,0.141,,31.59226460,,604.00,,1.32,
Kepler-785,b,,2016,,1.162,,1.97376093,,666.00,,0.71,
Kepler-786,b,,2016,,0.217,,53.52934870,,512.00,,0.74,
Kepler-787,b,,2016,,0.114,,0.92831050,,468.00,,0.62,
Kepler-788,b,,2016,,0.227,,8.39846269,,1649.00,,1.23,
Kepler-789,b,,2016,,0.189,,8.63847725,,915.00,,1.02,
Kepler-790,b,,2016,,0.194,,13.73469807,,727.00,,0.80,
Kepler-791,b,,2016,,0.272,,14.55397590,,1447.00,,1.47,
Kepler-792,b,,2016,,0.175,,11.30119217,,1205.00,,1.12,
Kepler-793,b,,2016,,0.122,,4.24153639,,794.00,,0.97,
Kepler-794,b,,2016,,0.188,,11.13125132,,763.00,,1.38,
Kepler-795,b,,2016,,0.150,,29.61934210,,458.00,,0.96,
Kepler-796,b,,2016,,0.116,,6.40087618,,377.00,,1.09,
Kepler-797,b,,2016,,0.194,,27.07237711,,752.00,,0.95,
Kepler-798,b,,2016,,0.213,,13.71933369,,1085.00,,1.29,
Kepler-799,b,,2016,,0.614,,133.46052350,,1029.00,,0.93,
Kepler-800,b,,2016,,0.254,,14.13176026,,1049.00,,0.82,
Kepler-801,b,,2016,,0.178,,11.41928253,,419.00,,0.63,
Kepler-802,b,,2016,,0.316,,40.05874730,,828.00,,0.90,
Kepler-803,b,,2016,,0.338,,50.28638192,,615.00,,1.12,
Kepler-804,b,,2016,,0.173,,14.37457351,,648.00,,1.05,
Kepler-804,c,,2016,,0.102,,9.65185017,,648.00,,1.05,
Kepler-805,b,,2016,,0.258,,30.86389310,,657.00,,1.65,
Kepler-806,b,,2016,,0.102,,8.09219642,,260.00,,1.16,
Kepler-807,b,,2016,,0.930,,117.93108781,,1312.00,,1.06,
Kepler-808,b,,2016,,0.130,,0.63133235,,321.00,,0.71,
Kepler-809,b,,2016,,0.269,,55.63934000,,933.00,,0.98,
Kepler-810,b,,2016,,0.172,,4.59725385,,1554.00,,1.04,
Kepler-811,b,,2016,,0.241,,23.58447697,,847.00,,1.24,
Kepler-812,b,,2016,,0.317,,10.11716531,,1482.00,,1.71,
Kepler-813,b,,2016,,0.191,,19.12947337,,840.00,,0.93,
Kepler-814,b,,2016,,0.189,,6.14698510,,1327.00,,1.22,
Kepler-815,b,,2016,,0.367,,8.57503552,,1199.00,,3.42,
Kepler-816,b,,2016,,0.914,,10.50682565,,1059.00,,0.85,
Kepler-817,b,,2016,,0.806,,3.99010623,,1401.00,,1.03,
HIP 65891,b,,2015,,,2.810000,1084.50000000,1.000,,1.650,8.93,K0 III
HIP 107773,b,,2015,,,0.720000,144.30000000,1.020,,1.870,11.60,K1 III
KELT-7,b,0.44200,2015,1.28000,1.533,0.044150,2.73477490,0.430,129.00,0.758,1.73,F
Kepler-453,b,,2015,0.00063,0.553,0.790300,240.50300000,,,,0.83,
WASP-74,b,0.33000,2015,0.95000,1.560,0.037000,2.13775000,,120.00,,1.64,F9
WASP-83,b,0.35000,2015,0.30000,1.040,0.059000,4.97125200,,300.00,,1.05,G8
WASP-89,b,7.00000,2015,5.90000,1.040,0.042700,3.35642270,,,,0.88,K3
HD 178911 B,b,,2001,,,0.339000,71.48400000,0.753,47.00,,,G5
HD 180902,b,,2009,,,1.390000,479.00000000,0.934,114.55,0.973,4.10,K0 III/IV
HD 181433,c,,2008,,,1.760000,962.00000000,1.040,26.15,-0.511,,K3 IV
HD 190647,b,,2007,,,2.070000,1038.10000000,0.764,54.23,0.297,,G5 V
HD 192310,c,,2011,,,1.180000,525.80000000,0.878,8.82,-0.415,,K3 V
HD 196050,b,,2002,,,2.540000,1378.00000000,0.670,46.93,,,G4 V
HD 197037,b,,2012,,,2.070000,1035.70000000,0.499,32.83,,,G0
HD 19994,b,,2003,,,1.305000,466.20000000,0.570,22.38,,,G0 V
HD 202206,b,,2002,,,0.830000,255.87000000,0.714,46.34,,,G6 V
HD 206610,b,,2009,,,1.680000,610.00000000,1.032,170.07,1.276,6.10,K0 III
HD 20794,c,,2011,,,0.203600,40.11400000,0.710,6.06,,,G8 V
HD 208527,b,,2012,,,2.100000,875.50000000,,352.11,,51.10,M1 III
HD 210702,b,,2007,,,1.200000,354.80000000,0.950,55.93,1.149,5.10,K1 III
HD 215497,b,,2009,,,0.047000,3.93404000,0.950,43.53,-0.410,,K3 V
HD 216437,b,,2002,,,2.320000,1256.00000000,0.660,26.52,,,G2/3 IV
HD 217107,b,,1998,,,0.074800,7.12681600,0.740,19.72,,,G8 IV
HD 219077,b,,2012,,,6.220000,5501.00000000,0.780,29.20,0.425,1.91,G8 V
HD 219828,b,,2007,,,0.045000,3.83488700,0.654,77.90,0.489,1.69,G0 IV
HD 220773,b,,2011,,,4.940000,3724.70000000,0.613,48.43,,,G0
HD 224693,b,,2006,,,0.192000,26.73000000,0.656,94.07,,1.70,G2 IV
HD 240210,b,,2009,,,1.160000,501.75000000,,,1.550,,K3 III
HD 28185,b,,2001,,,1.032000,385.90000000,0.715,39.60,,,G5
HD 285968,b,,2008,,,0.066000,8.78360000,1.530,9.42,-1.472,0.45,M2 V
HD 2952,b,,2013,,,1.200000,311.60000000,1.038,115.21,1.850,12.02,K0 III
HD 30562,b,,2009,,,2.315000,1159.20000000,0.620,26.50,,1.53,F8 V
HD 31253,b,,2010,,,1.260000,466.00000000,0.580,53.82,0.517,1.71,F8
HD 33283,b,,2006,,,0.145000,18.17900000,0.624,86.88,,1.20,G3 V
HD 37124,c,,2002,,,1.710000,885.50000000,0.694,33.24,,,G4 V
HD 37605,c,,2012,,,3.814000,2720.00000000,0.862,42.88,-0.229,0.90,K0 V
HD 38801,b,,2009,,,1.700000,696.30000000,0.874,99.40,0.659,2.53,G8 IV
HD 40307,c,,2009,,,0.079900,9.61840000,0.940,12.83,-0.639,,K3 V
HD 40307,g,,2013,,,0.600000,197.80000000,0.940,12.83,-0.639,,K3 V
HD 41004 A,b,,2004,,,,963.00000000,0.887,43.03,-0.187,,K1/K2 V
HD 4203,c,,2014,,,6.950000,6700.00000000,0.758,77.82,,,G5
HD 4313,b,,2009,,,1.190000,356.00000000,0.966,131.41,1.149,4.90,G5
HD 43691,b,,2007,,,0.240000,36.96000000,0.596,93.20,,,G0 IV
HD 45364,c,,2008,,,0.897200,342.85000000,0.753,32.58,,,K0 V
HD 47186,c,,2008,,,2.395000,1353.60000000,0.733,37.84,,,G5 V
HD 49674,b,,2002,,,0.058000,4.94737000,0.730,40.73,,,G5 V
HD 52265,b,,2000,,,0.500000,119.60000000,0.570,28.07,0.297,1.10,G0 V
HD 5319,b,,2007,,,1.669700,641.00000000,0.990,114.00,0.908,3.85,K3 IV
HD 564,b,,2014,,,1.200000,492.30000000,0.610,53.60,,1.01,G2/G3 V
HD 63454,b,,2005,,1.098,0.036800,2.81804900,1.006,35.80,,1.05,K4 V
HD 65216,c,,2013,,,0.540000,152.60000000,0.690,35.59,-0.149,,G5 V
HD 67087,b,,2015,,,1.080000,352.20000000,0.530,88.81,0.540,1.55,F8 V
HD 6718,b,,2009,,,3.560000,2496.00000000,0.662,54.90,0.053,1.02,G5 V
