pl_hostname,pl_letter,pl_dens,pl_disc,pl_massj,pl_radj,pl_orbsmax,pl_orbper,st_bmvj,st_dist,st_lum,st_rad,st_spstr
HD 12661,b,,2000,,,0.840000,262.70862000,0.731,37.89,,1.20,K0
HD 12661,c,,2002,,,2.814500,1708.00000000,0.731,37.89,,1.20,K0
HD 13189,b,,2005,,,1.250000,471.60001000,1.483,504.71,,38.41,K2
HD 13908,b,,2013,,,0.154000,19.38200000,0.535,79.73,0.602,1.67,F8 V
HD 13908,c,,2013,,,2.030000,931.00000000,0.535,79.73,0.602,1.67,F8 V
HD 13931,b,,2009,,,5.150000,4218.00000000,0.642,47.46,,1.25,G0
HD 14067,b,,2014,,,3.400000,1455.00000000,1.025,142.60,1.898,12.40,G9 III
HD 16141,b,,2000,,,0.360000,75.52300000,0.670,37.83,,1.48,G5 IV
HD 16417,b,,2008,,,0.140000,17.24000000,0.653,25.41,,,G1 V
HD 16175,b,,2009,,,2.120000,990.00000000,0.660,59.96,,1.72,G0
HD 17092,b,,2007,,,1.310000,359.89999000,1.267,229.89,,13.58,K0 III
HD 17156,b,,2007,3.51000,1.100,,21.21663000,0.617,78.26,,1.55,G0 V
HD 18742,b,,2011,,,1.820000,766.00000000,0.940,163.37,,5.13,G8/K0 IV
HD 19994,b,,2003,,,1.305000,466.20000000,0.570,22.54,,,G0 V
HD 20794,b,,2011,,,0.120700,18.31500000,0.710,6.00,,,G8 V
HD 20794,c,,2011,,,0.203600,40.11400000,0.710,6.00,,,G8 V
HD 20794,d,,2011,,,0.349900,90.30900000,0.710,6.00,,,G8 V
HD 215497,c,,2009,,,1.282000,567.94000000,0.950,40.59,,0.85,K3 V
HD 216435,b,,2002,,,2.560000,1311.00000000,0.620,33.01,,,G0 V
HD 216437,b,,2002,,,2.497000,1334.28000000,0.677,26.71,,1.39,G2/3 IV
HD 216536,b,,2015,,,0.610000,148.60001000,1.190,380.33,,9.83,K0
HD 216770,b,,2003,,,0.460000,118.45000000,0.847,36.70,,0.93,K0 V
HD 217107,b,,1998,,,0.080000,7.12682000,0.740,20.07,,1.11,G8 IV
HD 217107,c,,2005,,,5.320000,4270.00000000,0.740,20.07,,1.11,G8 IV
HD 217786,b,,2011,,,2.380000,1319.00000000,0.578,54.80,0.276,1.27,F8 V
HD 218566,b,,2010,,,0.690000,225.70000000,1.013,28.85,,0.85,K3 V
HD 219077,b,,2012,,,6.220000,5501.00000000,0.780,29.21,0.425,1.91,G8 V
HD 219415,b,,2012,,,3.200000,2093.30000000,1.002,165.97,0.620,2.90,K0 III
HD 219828,b,,2007,,,0.050700,3.83492000,0.654,73.27,0.420,1.61,G0 IV
HD 220074,b,,2012,,,1.600000,672.09998000,,327.41,,54.92,M2 III
HD 220689,b,,2012,,,3.396000,2266.40000000,0.671,46.94,,1.07,G3 V
HD 220773,b,,2011,,,4.940000,3724.70000000,0.632,49.00,,,F9
HD 221287,b,,2007,,,1.250000,456.10000000,0.505,56.01,0.220,,F7 V
HD 222155,b,,2011,,,5.140000,3999.00000000,0.645,50.68,,1.85,G2 V
HD 222582,b,,1999,,,1.340000,572.38000000,0.650,42.21,,1.13,G5 V
Kepler-87,b,0.72900,2013,1.02000,1.204,0.481000,114.73635000,,1277.88,,1.82,
Kepler-87,c,0.15200,2013,0.02000,0.548,0.676000,191.23180000,,1277.88,,1.82,
KOI-142,b,0.87000,2013,0.02700,0.337,,10.95416000,,339.00,-0.223,0.88,G6 V
KOI-142,c,,2013,0.62600,,0.155250,22.33950000,,339.00,-0.223,0.88,G6 V
KOI-94,b,10.10000,2013,0.03300,0.153,0.051190,3.74320800,,483.65,0.479,1.52,
KOI-94,c,0.91000,2013,0.04900,0.385,0.101300,10.42364800,,483.65,0.479,1.52,
KOI-94,d,0.36300,2013,0.33400,1.005,0.168400,22.34298900,,483.65,0.479,1.52,
KOI-94,e,0.60000,2013,0.11000,0.585,0.304600,54.32031000,,483.65,0.479,1.52,
KOI-351,b,,2013,,0.117,0.074000,7.00815100,,780.00,,1.20,
KOI-351,c,,2013,,0.106,0.089000,8.71937500,,780.00,,1.20,
KOI-351,d,,2013,,0.256,0.320000,59.73667000,,780.00,,1.20,
KOI-351,e,,2013,,0.237,0.420000,91.93913000,,780.00,,1.20,
KOI-351,f,,2013,,0.257,0.480000,124.91440000,,780.00,,1.20,
KOI-351,g,,2013,,0.723,0.710000,210.60697000,,780.00,,1.20,
KOI-351,h,,2013,,1.008,1.010000,331.60059000,,780.00,,1.20,
Kepler-91,b,0.40000,2013,0.81000,1.367,0.073100,6.24658000,,1344.56,,6.30,K3
Kepler-92,b,,2013,0.20200,0.313,,13.74900000,,484.62,,1.53,
Kepler-92,c,,2013,0.01900,0.232,,26.72300000,,484.62,,1.53,
Kepler-135,b,,2014,,0.161,0.067000,6.00253000,,632.99,,1.27,
Kepler-135,c,,2014,,0.103,0.103000,11.44870800,,632.99,,1.27,
Kepler-136,b,,2014,,0.183,0.106000,11.57890000,,425.94,,1.35,
Kepler-136,c,,2014,,0.178,0.133000,16.39923500,,425.94,,1.35,
Kepler-137,b,,2014,,0.131,0.077000,8.43638700,,305.65,,0.80,
Kepler-137,c,,2014,,0.168,0.130000,18.73575300,,305.65,,0.80,
Kepler-138,b,2.60000,2014,0.00021,0.047,,10.31260000,,66.99,,0.44,M1 V
Kepler-138,c,6.20000,2014,0.00620,0.107,,13.78130000,,66.99,,0.44,M1 V
Kepler-138,d,2.10000,2014,0.00201,0.108,,23.08810000,,66.99,,0.44,M1 V
Kepler-139,b,,2014,,0.262,0.127000,15.77104400,,395.45,,1.30,
Kepler-139,c,,2014,,0.302,0.586000,157.07287800,,395.45,,1.30,
Kepler-140,b,,2014,,0.144,0.045000,3.25427000,,593.80,,1.29,
Kepler-140,c,,2014,,0.161,0.414000,91.35328200,,593.80,,1.29,
Kepler-141,b,,2014,,0.062,0.039000,3.10767500,,303.83,,0.79,
Kepler-141,c,,2014,,0.126,0.067000,7.01060600,,303.83,,0.79,
Kepler-142,b,,2014,,0.178,0.032000,2.02415200,,557.51,,1.27,
Kepler-142,c,,2014,,0.255,0.057000,4.76170200,,557.51,,1.27,
HD 20782,b,,2006,,,1.364900,597.06430000,0.630,36.02,,1.11,G3 V
HD 20868,b,,2008,,,0.950000,380.85001000,1.037,47.79,,0.76,K3/4 IV
HD 23127,b,,2006,,,2.370000,1211.17000000,0.701,94.11,,1.49,G2 V
HD 23079,b,,2001,,,1.600000,730.59998000,0.580,33.49,,1.07,F8/G0 V
HD 22781,b,,2011,,,1.167000,528.07000000,0.861,32.63,,,K1
HD 23596,b,,2003,,,2.770000,1561.00000000,0.608,52.08,,1.53,F8 V
HD 24040,b,,2006,,,4.920000,3668.00000000,0.677,46.68,,1.30,G0 V
HD 25171,b,,2010,,,2.971000,1802.29000000,0.618,55.70,,1.23,F8 V
HD 27442,b,,2000,,,1.271000,428.10000000,1.080,18.28,,,K1/2 III
HD 27631,b,,2012,,,3.242000,2198.14000000,0.721,50.36,,0.92,G3 IV-V
HD 27894,b,,2005,,,0.125000,18.02000000,1.042,43.88,,,K2 V
HD 28254,b,,2010,,,2.150000,1116.00000000,0.756,54.70,0.340,1.48,G1 IV/V
HD 28185,b,,2001,,,1.020000,379.00000000,0.715,39.43,,1.03,G5
HD 28678,b,,2011,,,1.180000,380.20000000,1.010,190.92,,6.48,G8 IV
HD 30177,b,,2002,,,3.704000,2527.83000000,0.773,55.68,,1.02,G8 V
HD 30562,b,,2009,,,2.340000,1157.00000000,0.620,26.18,,1.61,F8 V
HD 30669,b,,2014,,,2.690000,1684.00000000,0.820,57.10,,0.91,G9 V
HD 224693,b,,2006,,,0.191000,26.69040000,0.639,93.75,0.610,1.93,G2 V
HD 231701,b,,2007,,,0.567000,141.63000000,0.539,109.22,0.470,1.53,F8 V
HD 233604,b,,2013,,,0.747000,192.00000000,,868.63,1.750,10.90,K5
HD 240210,b,,2009,,,1.160000,501.75000000,,142.86,1.550,,K3 III
HD 240237,b,,2011,,,1.920000,745.70001000,1.682,958.16,,71.23,K2 III
HD 290327,b,,2009,,,3.430000,2443.00000000,0.761,56.52,,0.95,G8 V
HD 285968,b,,2008,,,0.066000,8.78360000,1.530,9.47,-1.472,0.45,M2 V
HD 285507,b,,2013,,,0.060000,6.08810000,1.415,45.09,,0.69,K4.5 V
HD 330075,b,,2004,,,0.040000,3.38773000,0.898,45.36,,0.84,K1
HIP 5158,b,,2009,,,0.890000,345.72000000,1.106,51.68,-0.959,,
HIP 5158,c,,2011,,,7.700000,9017.76000000,1.106,51.68,-0.959,,
HIP 12961,b,,2010,,,0.250000,57.43500000,1.410,23.39,,0.65,M0
HIP 14810,b,,2005,,,0.069600,6.67389200,0.777,50.55,-0.010,1.07,G5
HIP 14810,c,,2006,,,0.549000,147.74700000,0.777,50.55,-0.010,1.07,G5
HIP 14810,d,,2009,,,1.940000,981.80000000,0.777,50.55,-0.010,1.07,G5
GJ 1148,b,,2010,,,0.166000,41.38000000,1.520,11.02,-1.699,0.40,M4
HIP 57274,b,,2011,,,0.070000,8.13520000,1.110,25.88,,0.78,K4 V
Kepler-93,b,,2014,0.01000,0.140,,4.72674000,,96.18,,0.98,
Kepler-93,c,,2014,3.00000,,,1460.00000000,,96.18,,0.98,
Kepler-94,b,1.45000,2014,0.03400,0.313,,2.50806000,,192.97,,0.76,M0 V
Kepler-94,c,,2014,9.83600,,,820.30000000,,192.97,,0.76,M0 V
Kepler-95,b,1.71000,2014,0.04100,0.305,,11.52310000,,451.38,,1.41,
Kepler-96,b,2.26000,2014,0.02700,0.238,,16.23850000,,123.32,,1.02,
Kepler-97,b,5.44000,2014,0.01100,0.132,,2.58664000,,405.58,,0.98,
Kepler-97,c,,2014,1.08000,,,789.00000000,,405.58,,0.98,
Kepler-98,b,2.18000,2014,0.01100,0.178,,1.54168000,,353.87,,1.11,
Kepler-99,b,10.90000,2014,0.01900,0.132,,4.60358000,,209.63,,0.73,
Kepler-100,b,14.25000,2014,0.02300,0.118,,6.88705000,,307.34,,1.49,
Kepler-100,c,,2014,0.02218,0.196,,12.81590000,,307.34,,1.49,
Kepler-100,d,,2014,0.00944,0.144,,35.33310000,,307.34,,1.49,
Kepler-101,b,1.45000,2014,0.16000,0.510,0.047400,3.48768120,0.720,953.44,,1.56,G3 IV
Kepler-101,c,10.50000,2014,0.01000,0.112,0.068400,6.02976000,0.720,953.44,,1.56,G3 IV
Kepler-102,b,,2014,0.01353,0.042,,5.28696000,,108.13,-0.553,0.76,
Kepler-102,c,,2014,0.00944,0.052,,7.07142000,,108.13,-0.553,0.76,
Kepler-102,d,13.27000,2014,0.01200,0.105,,10.31170000,,108.13,-0.553,0.76,
Kepler-142,d,,2014,,0.193,0.242000,41.80911800,,557.51,,1.27,
Kepler-143,b,,2014,,0.215,0.127000,16.00758300,,828.71,,1.36,
Kepler-143,c,,2014,,0.301,0.181000,27.08251100,,828.71,,1.36,
Kepler-144,b,,2014,,0.119,0.066000,5.88527300,,389.22,,1.24,
Kepler-144,c,,2014,,0.120,0.094000,10.10466500,,389.22,,1.24,
Kepler-145,b,,2013,0.11700,0.236,,22.95100000,,576.15,,1.98,
Kepler-145,c,,2013,0.25000,0.385,,42.88200000,,576.15,,1.98,
Kepler-146,b,,2014,,0.331,0.200000,31.15879900,,731.81,,1.21,
Kepler-146,c,,2014,,0.279,0.364000,76.73217100,,731.81,,1.21,
Kepler-147,b,,2014,,0.136,0.113000,12.61058400,,1073.89,,1.47,
Kepler-147,c,,2014,,0.217,0.216000,33.41642300,,1073.89,,1.47,
Kepler-148,b,,2014,,0.161,0.028000,1.72936600,,809.42,,0.85,
Kepler-148,c,,2014,,0.321,0.050000,4.18004300,,809.42,,0.85,
Kepler-149,b,,2014,,0.376,0.184000,29.19894300,,580.57,,0.95,
Kepler-149,c,,2014,,0.144,0.281000,55.32832800,,580.57,,0.95,
Kepler-149,d,,2014,,0.353,0.571000,160.01803200,,580.57,,0.95,
Kepler-150,b,,2014,,0.112,0.044000,3.42805400,,914.40,,0.94,
HD 30856,b,,2011,,,1.850000,847.00000000,0.961,131.70,,4.40,K0 III
HD 31253,b,,2010,,,1.260000,466.00000000,0.580,58.24,,1.75,F8
HD 32518,b,,2009,,,0.590000,157.54000000,1.109,122.55,,10.22,K1 III
HD 33142,b,,2011,,,1.070000,326.00000000,0.950,121.80,,4.45,K0 III
HD 33283,b,,2006,,,0.150800,18.19910000,0.641,90.10,0.640,1.97,G3/G5 V
HD 33564,b,,2005,,,1.100000,388.00000000,0.480,20.97,,,F7 V
HD 34445,b,,2009,,,2.070000,1049.00000000,0.661,46.15,,1.38,G0 V
HD 37124,b,,2002,,,0.533640,154.37800000,0.694,31.69,,,G4 V
HD 37124,c,,2002,,,1.710000,885.50000000,0.694,31.69,,,G4 V
HD 37124,d,,2005,,,2.807000,1862.00000000,0.694,31.69,,,G4 V
HD 37605,b,,2004,,,0.277000,55.01292000,0.827,46.85,-0.220,0.91,K0
HD 37605,c,,2012,,,3.740000,2720.00000000,0.827,46.85,-0.220,0.91,K0
HD 38283,b,,2010,,,1.020000,363.20001000,0.564,38.10,,1.49,G0/1 V
HD 38529,b,,2000,,,0.129400,14.30944000,0.780,42.41,,2.56,G4 IV
HD 38529,c,,2000,,,3.640000,2136.10000000,0.780,42.41,,2.56,G4 IV
HD 38801,b,,2009,,,1.623000,685.25000000,0.841,91.68,,2.03,K0
HD 39091,b,,2001,,,3.100000,2093.07000000,0.600,18.28,0.160,1.10,G0 V
HIP 57274,c,,2011,,,0.178000,32.03000000,1.110,25.88,,0.78,K4 V
HIP 57274,d,,2011,,,1.010000,431.70000000,1.110,25.88,,0.78,K4 V
Ross 458,c,,2010,6.28536,1.220,1168.000000,,1.480,11.51,-1.222,0.63,M0.5
HIP 63242,b,,2013,,,0.565000,124.60000000,1.034,157.16,1.630,,G8
HIP 67851,b,,2015,,,0.460000,88.90000000,1.010,65.96,1.244,5.92,K0 III
HIP 67851,c,,2015,,,3.820000,2131.80000000,1.010,65.96,1.244,5.92,K0 III
HIP 70849,b,,2009,,,20.250000,17337.50000000,1.427,24.07,,,K7 V
HD 183263,c,,2008,,,4.350000,3070.00000000,0.651,54.28,,1.23,G2 IV
HD 185269,b,,2006,,,0.077000,6.83776000,0.598,52.07,,2.00,G0 IV
HD 187085,b,,2006,,,2.100000,1019.74000000,0.622,45.96,,1.27,G0 V
HD 187123,b,,1998,,,0.042600,3.09658280,0.656,46.02,0.130,,G3 V
HD 187123,c,,2008,,,4.890000,3810.00000000,0.656,46.02,0.130,,G3 V
HD 188015,b,,2004,,,1.203000,461.20000000,0.721,50.74,,,G5 IV
HD 189733,b,,2005,1.13000,1.130,,2.21857567,0.930,19.78,,0.75,K2 V
HD 190360,b,,2003,,,3.970000,2915.03687000,0.720,16.01,,1.14,G6 IV
HD 190360,c,,2005,,,0.130400,17.11100000,0.720,16.01,,1.14,G6 IV
HD 190647,b,,2007,,,2.231000,1176.45000000,0.744,54.56,,1.38,G5 V
Kepler-102,e,4.68000,2013,0.02800,0.198,,16.14570000,,108.13,-0.553,0.76,
Kepler-102,f,,2014,0.01636,0.079,,27.45360000,,108.13,-0.553,0.76,
Kepler-103,b,1.38000,2014,0.03100,0.301,,15.96540000,,501.93,,1.44,
Kepler-103,c,1.47000,2014,0.11400,0.459,,179.61200000,,501.93,,1.44,
Kepler-104,b,,2014,,0.277,0.094000,11.42754800,,405.42,,1.35,
Kepler-104,c,,2014,,0.279,0.153000,23.66820500,,405.42,,1.35,
Kepler-104,d,,2014,,0.319,0.257000,51.75539400,,405.42,,1.35,
Kepler-105,b,,2013,,0.429,0.066000,5.41220000,,465.33,,0.89,
Kepler-105,c,11.20000,2014,0.01447,0.117,,7.12620000,,465.33,,0.89,
Kepler-106,b,,2014,0.01668,0.073,,6.16486000,,449.98,,1.04,
Kepler-106,c,3.28000,2014,0.03300,0.223,,13.57080000,,449.98,,1.04,
Kepler-106,d,,2014,0.02549,0.085,,23.98020000,,449.98,,1.04,
Kepler-106,e,3.10000,2014,0.03500,0.228,,43.84450000,,449.98,,1.04,
Kepler-107,b,5.30000,2014,0.01104,0.137,0.045440,3.18002180,,525.50,,1.45,
Kepler-107,c,12.65000,2014,0.02954,0.142,0.060640,4.90145200,,525.50,,1.45,
Kepler-107,d,33.10000,2014,0.01196,0.077,0.083770,7.95839000,,525.50,,1.45,
Kepler-107,e,2.00000,2014,0.02706,0.259,0.126390,14.74914300,,525.50,,1.45,
Kepler-108,b,,2014,,0.772,0.292000,49.18392100,,729.00,,2.19,
Kepler-150,c,,2014,,0.329,0.073000,7.38199800,,914.40,,0.94,
Kepler-150,d,,2014,,0.249,0.104000,12.56093000,,914.40,,0.94,
Kepler-150,e,,2014,,0.278,0.189000,30.82655700,,914.40,,0.94,
Kepler-151,b,,2014,,0.273,0.116000,15.22895800,,662.19,,0.83,
Kepler-151,c,,2014,,0.186,0.160000,24.67461200,,662.19,,0.83,
Kepler-152,b,,2014,,0.249,0.124000,18.20797300,,446.77,,0.72,
Kepler-152,c,,2014,,0.213,0.356000,88.25505500,,446.77,,0.72,
Kepler-153,b,,2014,,0.261,0.129000,18.87022700,,465.53,,0.89,
Kepler-153,c,,2014,,0.226,0.237000,46.90232000,,465.53,,0.89,
Kepler-154,b,,2014,,0.202,0.198000,33.04053200,,939.89,,1.00,
Kepler-154,c,,2014,,0.263,0.303000,62.30327600,,939.89,,1.00,
Kepler-155,b,,2014,,0.186,0.056000,5.93119400,,295.99,,0.62,M0 V
Kepler-155,c,,2014,,0.200,0.242000,52.66179300,,295.99,,0.62,M0 V
Kepler-156,b,,2014,,0.205,0.054000,4.97345600,,449.22,,0.81,
Kepler-156,c,,2014,,0.227,0.117000,15.90680100,,449.22,,0.81,
Kepler-157,b,,2014,,0.118,0.028000,1.73234200,,791.27,,1.04,
Kepler-157,c,,2014,,0.200,0.110000,13.54050000,,791.27,,1.04,
HD 40307,b,,2009,,,0.046800,4.31230000,0.940,12.94,-0.639,,K3 V
HD 40307,c,,2009,,,0.079900,9.61840000,0.940,12.94,-0.639,,K3 V
HD 40307,d,,2009,,,0.132100,20.43200000,0.940,12.94,-0.639,,K3 V
HD 40307,f,,2013,,,0.247000,51.76000000,0.940,12.94,-0.639,,K3 V
HD 40307,g,,2013,,,0.600000,197.80000000,0.940,12.94,-0.639,,K3 V
HD 40979,b,,2002,,,0.850000,264.14999000,0.557,34.12,,1.21,F8 V
HD 41004 A,b,,2004,,,,963.00000000,0.887,43.03,-0.187,,K1/K2 V
HD 41004 B,b,,2003,,,,1.32830000,,43.03,,,M2 V
HD 43197,b,,2010,,,0.920000,327.80000000,0.817,56.30,-0.137,1.00,G8 V
HD 43691,b,,2007,,,0.238000,36.99870000,0.596,85.81,0.500,1.60,G0
HD 44219,b,,2010,,,1.190000,472.30000000,0.687,50.40,0.260,1.32,G2 V
HD 45364,b,,2008,,,0.681300,226.93000000,0.720,34.39,-0.244,,K0 V
HD 45364,c,,2008,,,0.897200,342.85000000,0.720,34.39,-0.244,,K0 V
HD 45350,b,,2004,,,1.920000,963.60000000,0.745,46.94,,,G5 V
HD 45652,b,,2008,,,0.237000,44.07300000,0.846,34.89,-0.200,0.94,G8/K0
HD 46375,b,,2000,,,0.039800,3.02357300,0.884,29.58,,,K1 IV-V
HD 47186,b,,2008,,,0.050000,4.08450000,0.733,37.50,,1.08,G5 V
HD 190984,b,,2009,,,5.500000,4885.00000000,0.554,148.81,0.430,1.53,F8 V
HD 192263,b,,1999,,,0.150000,24.35560000,0.938,19.65,,0.74,K2 V
HD 192310,b,,2011,,,0.320000,74.72000000,0.878,8.80,-0.415,,K3 V
HD 192310,c,,2011,,,1.180000,525.80000000,0.878,8.80,-0.415,,K3 V
HD 192699,b,,2007,,,1.063000,340.94000000,0.867,72.01,,4.41,G8 IV
HD 195019,b,,1998,,,0.140000,18.20132000,0.660,37.71,,1.48,G3 V/IV
HD 196050,b,,2002,,,2.510000,1378.00000000,0.670,50.75,,1.42,G4 V
HD 196067,b,,2012,,,5.020000,3638.00000000,0.620,39.98,0.572,1.73,G1 V
HD 196885 A,b,,2007,,,2.370000,1333.00000000,0.559,34.20,0.380,1.31,F8 V
HD 197037,b,,2012,,,2.070000,1035.70000000,0.519,33.00,,,F7 V
HD 200964,b,,2010,,,1.565000,606.30000000,0.891,72.74,,4.92,G8 IV
HD 200964,c,,2010,,,1.960000,852.50000000,0.891,72.74,,4.92,G8 IV
HD 202206,c,,2004,17.90000,,2.410000,1260.00000000,0.714,46.03,,1.03,G6 V
HD 203030,b,,2006,24.09000,,487.100000,,0.781,39.29,,,G8 V
HD 204313,b,,2010,,,3.070000,1920.09998000,0.695,47.86,,1.10,G5 V
HD 204941,b,,2011,,,2.550000,1733.00000000,0.880,28.74,,0.78,K1/2 V
HD 205739,b,,2008,,,0.896000,279.80000000,0.540,92.74,0.360,1.33,F7 V
Kepler-108,c,,2014,,0.730,0.721000,190.32349400,,729.00,,2.19,
Kepler-109,b,,2014,0.02297,0.211,,6.48163000,,481.40,,1.32,
Kepler-109,c,,2014,0.06859,0.225,,21.22270000,,481.40,,1.32,
Kepler-110,b,,2014,,0.163,0.107000,12.69111200,,596.52,,1.15,
Kepler-110,c,,2014,,0.197,0.198000,31.71977500,,596.52,,1.15,
Kepler-111,b,,2014,,0.141,0.046000,3.34181500,,669.92,,1.16,
Kepler-75,b,11.00000,2013,10.10000,1.050,0.081800,8.88491160,,855.50,,0.89,K0 V
Kepler-76,b,1.10000,2013,2.01000,1.360,0.027400,1.54492980,,842.87,,1.32,F
Kepler-77,b,0.60300,2013,0.43000,0.960,0.045010,3.57878087,,570.00,,0.99,G5 V
Kepler-78,b,,2013,0.01000,0.100,,0.35500744,,124.82,,0.75,G
Kepler-79,b,1.43000,2012,0.03430,0.310,0.117000,13.48450000,,1051.43,0.342,1.30,
Kepler-79,c,0.62000,2012,0.01900,0.332,0.187000,27.40290000,,1051.43,0.342,1.30,
Kepler-79,d,0.09000,2014,0.01900,0.639,0.287000,52.09020000,,1051.43,0.342,1.30,
Kepler-79,e,0.53000,2014,0.01300,0.311,0.386000,81.06590000,,1051.43,0.342,1.30,
Kepler-80,b,1.38000,2012,0.02180,0.238,0.064800,7.05246000,,357.00,-0.770,0.68,K5
Kepler-80,c,1.22000,2012,0.02121,0.244,0.079200,9.52355000,,357.00,-0.770,0.68,K5
Kepler-80,d,7.04000,2014,0.02124,0.136,0.037200,3.07222000,,357.00,-0.770,0.68,K5
Kepler-158,b,,2014,,0.189,0.111000,16.70918400,,318.06,,0.62,
Kepler-158,c,,2014,,0.170,0.158000,28.55138300,,318.06,,0.62,
Kepler-159,b,,2014,,0.212,0.082000,10.13962300,,377.79,,0.66,M0 V
Kepler-159,c,,2014,,0.304,0.218000,43.59579200,,377.79,,0.66,M0 V
Kepler-160,b,,2014,,0.137,0.050000,4.30942700,,962.92,,0.88,
Kepler-160,c,,2014,,0.322,0.109000,13.69908700,,962.92,,0.88,
Kepler-161,b,,2014,,0.189,0.054000,4.92135500,,440.15,,0.81,
Kepler-161,c,,2014,,0.183,0.068000,7.06424000,,440.15,,0.81,
Kepler-162,b,,2014,,0.112,0.069000,6.91979800,,877.01,,0.96,
Kepler-162,c,,2014,,0.270,0.137000,19.44635500,,877.01,,0.96,
Kepler-163,b,,2014,,0.094,0.078000,7.81093700,,703.69,,0.92,
Kepler-163,c,,2014,,0.202,0.152000,21.34726200,,703.69,,0.92,
Kepler-164,b,,2014,,0.126,0.058000,5.03503000,,914.18,,1.15,
Kepler-164,c,,2014,,0.244,0.097000,10.94572300,,914.18,,1.15,
Kepler-164,d,,2014,,0.219,0.187000,28.98676900,,914.18,,1.15,
Kepler-165,b,,2014,,0.207,0.072000,8.18084800,,570.07,,0.77,
Kepler-165,c,,2014,,0.199,0.110000,15.31299000,,570.07,,0.77,
HD 47186,c,,2008,,,2.395000,1353.60000000,0.733,37.50,,1.08,G5 V
HD 47536,b,,2002,,,1.930000,712.13000000,1.180,122.95,2.270,22.39,K1 III
HD 48265,b,,2008,,,1.814000,778.51000000,0.722,90.78,,1.90,G5 IV/V
HD 49674,b,,2002,,,0.060000,4.94737000,0.730,43.09,,1.02,G5 V
HD 50499,b,,2005,,,3.833000,2447.10000000,0.628,46.35,,1.35,G1 V
HD 50554,b,,2002,,,2.353000,1293.00000000,0.570,31.19,0.143,1.02,F8
HD 52265,b,,2000,,,0.520000,119.27000000,0.570,30.01,,,G0 V
HD 60532,b,,2008,,,0.770000,201.90000000,,25.99,,2.57,F6 IV
HD 60532,c,,2008,,,1.600000,600.10000000,,25.99,,2.57,F6 IV
HD 62509,b,,2006,,,1.640000,589.64000000,1.000,10.34,1.590,8.31,K0 III
HD 63454,b,,2005,,,0.040000,2.81805000,1.006,37.73,,0.77,K4 V
HD 63765,b,,2009,,,0.940000,358.00000000,0.750,32.57,,0.83,G9 V
HD 65216,b,,2003,,,1.301000,577.60000000,0.690,35.16,,,G5 V
HD 65216,c,,2013,,,5.750000,5370.00000000,0.690,35.16,,,G5 V
HD 66141,b,,2012,,,1.200000,480.50000000,1.250,68.16,2.240,21.40,K2 III
HD 66428,b,,2005,,,3.467000,2263.12000000,0.717,53.36,,1.10,G8 IV (+ G)
HD 67087,b,,2015,,,1.080000,352.20000000,0.530,76.69,0.540,1.55,F8 V
HD 206610,b,,2009,,,1.740000,673.20000000,1.032,147.78,,6.12,K0 III
HD 207832,b,,2012,,,0.586000,160.07000000,0.691,59.03,-0.110,0.89,G5 V
HD 207832,c,,2012,,,2.112000,1155.70000000,0.691,59.03,-0.110,0.89,G5 V
HD 208527,b,,2012,,,2.100000,875.50000000,,314.48,,51.10,M1 III
HD 208487,b,,2004,,,0.524000,130.08000000,0.552,44.00,,,G2 V
HD 209458,b,,1999,0.73000,1.390,,3.52474859,0.579,48.37,,1.19,F8
HD 210277,b,,1998,,,1.130000,442.19000000,0.750,21.31,,1.07,G8/K0 V
HD 210702,b,,2007,,,1.148000,354.10000000,0.950,54.28,,4.92,K1 III
HD 212771,b,,2009,,,1.190000,380.70000000,0.885,111.51,,5.27,G8 IV
iot Dra,b,,2002,,,1.275000,511.09800000,1.160,31.67,,,K2 III
HIP 78530,b,,2010,23.00000,,740.000000,,0.077,156.70,,,B9 V
Kepler-18,b,4.90000,2011,0.02200,0.178,0.044700,3.50472500,,438.51,-0.031,1.11,
Kepler-18,c,0.59000,2011,0.05400,0.490,0.075200,7.64159000,,438.51,-0.031,1.11,
Kepler-18,d,0.27000,2011,0.05200,0.623,0.117200,14.85888000,,438.51,-0.031,1.11,
Kepler-19,b,,2011,0.02643,,,9.28716000,,219.95,,0.86,
Kepler-19,c,,2011,0.04122,,,28.73100000,,219.95,,0.86,
Kepler-20,b,8.20000,2011,0.03052,0.167,0.046300,3.69611525,,284.88,,0.96,
75 Cet,b,,2012,,,2.100000,691.90000000,1.020,83.15,1.730,10.50,G3 III
81 Cet,b,,2008,,,2.500000,952.70000000,1.020,101.53,1.778,11.00,G5 III
91 Aqr,b,,2013,,,0.700000,181.40000000,1.110,44.08,,11.00,K0 III
AB Pic,b,,2005,13.50000,,260.000000,,0.883,50.12,,,K2 V
CT Cha,b,,2007,17.00000,2.200,440.000000,,,165.00,,,K5e
DH Tau,b,,2004,11.00000,,330.000000,,,140.00,,0.27,M0.5
DP Leo,b,,2009,,,8.190000,10220.00000000,,305.06,,0.01,
FU Tau,b,,2008,16.00000,,800.000000,,,140.00,-0.699,,M7.25
GQ Lup,b,,2004,20.00000,3.000,100.000000,,1.050,151.82,,,K7e V
GU Psc,b,,2014,11.30000,1.265,2000.000000,,1.750,48.00,,,M3
HN Peg,b,,2006,21.99870,1.051,773.000000,,0.590,18.13,0.072,1.04,G0 IV-V
