disc_year,hostname,pl_dens,pl_letter,pl_massj,pl_orbper,pl_orbsmax,pl_radj,st_lum,st_rad,st_spectype,sy_bmag,sy_dist,sy_vmag
2004,"OGLE-TR-10",0.40000,"b",0.62000,3.10127800,0.043400,1.250,0.188,1.17,,19.3310000,1344.9700000,16.0060000
2009,"BD-08 2823",,"c",,237.60000000,0.680000,,,,"K3 V",10.8800000,41.3342000,9.8600000
2009,"HD 110014",,"b",,835.47700000,2.140000,,,20.90,"K2 III",5.8870000,100.7580000,4.6459700
2013,"GJ 667 C",,"f",,39.02600000,0.156000,,-1.863,,"M1.5 V",,7.2439600,10.6020000
2013,"GJ 667 C",,"g",,256.20000000,0.549000,,-1.863,,"M1.5 V",,7.2439600,10.6020000
2013,"GJ 667 C",,"c",,28.14000000,0.125000,,-1.863,,"M1.5 V",,7.2439600,10.6020000
2011,"KOI-13",3.60000,"b",9.28000,1.76358800,0.036410,1.512,,1.74,,10.6540000,519.0960000,9.7910000
2015,"KELT-7",,"b",1.39000,2.73477000,,1.600,,1.81,,8.9970000,136.6810000,8.5600000
2018,"HATS-61",2.47000,"b",3.40000,7.81795300,0.079080,1.195,0.369,1.66,,14.0200000,679.7610000,13.3520000
2018,"HATS-63",0.67000,"b",0.96000,3.05665270,0.040260,1.207,0.012,1.07,,14.5950000,623.2320000,13.9920000
2020,"HD 108236",,"c",,6.20344900,0.062000,0.185,-0.150,0.88,,9.8940000,64.5978000,9.2500000
2024,"TOI-1224",,"b",,4.17827450,0.035500,0.188,-1.697,0.40,,15.5130000,37.3312000,13.9500000
2024,"TOI-1224",,"c",,17.94546600,,0.257,-1.697,0.40,,15.5130000,37.3312000,13.9500000
2024,"HD 48948",,"b",,7.34013000,0.065200,,,0.68,"K3 V",9.7950000,16.9043000,8.5800000
2024,"HD 48948",,"c",,38.06000000,0.195100,,,0.68,"K3 V",9.7950000,16.9043000,8.5800000
2024,"HD 48948",,"d",,151.92000000,0.489400,,,0.68,"K3 V",9.7950000,16.9043000,8.5800000
2016,"WASP-76",0.17000,"b",0.89400,1.80988198,0.033000,1.854,,1.76,"F7",10.1320000,194.4590000,9.5180000
2024,"OGLE-2014-BLG-0221L",,"b",4.35000,,3.760000,,,,,,3680.0000000,
2018,"PDS 70",,"b",3.00000,,20.000000,2.720,,,,13.4940000,113.0640000,12.0320000
2008,"bet Pic",,"b",11.72900,8617.50952000,10.018000,,,,,4.0130000,19.7442000,3.8500000
2015,"51 Eri",,"b",2.00000,,13.200000,,0.850,,"F0 IV",5.4860000,29.7575000,5.2114900
2015,"VHS J125601.92-125723.9",,"b",16.00000,5800000.00000000,350.000000,1.220,,,,,,17.7300000
2004,"GQ Lup",,"b",20.00000,,100.000000,3.000,,,"K7e V",12.7600000,151.1690000,11.5930000
2019,"PDS 70",,"c",2.00000,,34.000000,2.040,,,,13.4940000,113.0640000,12.0320000
2019,"bet Pic",,"c",10.13900,1192.77951000,2.680000,,,,,4.0130000,19.7442000,3.8500000
2004,"2MASS J12073346-3932539",,"b",5.00000,,55.000000,,,,"M8",,64.3080000,
2023,"TOI-5704",,"b",,3.77111600,,0.288,,0.76,,13.1720000,89.6370000,11.5290000
2022,"HD 23472",7.50000,"d",0.00173,3.97664000,0.042980,0.067,-0.625,0.71,"K4 V",10.6940000,39.0341000,9.7300000
2023,"TOI-672",,"b",,3.63357500,,0.469,,0.54,,15.0940000,66.9071000,13.5760000
2023,"TOI-199",,"b",0.17000,104.85400000,0.425400,0.810,-0.338,0.82,"G9 V",11.5920000,102.2700000,10.7010000
2023,"TOI-199",,"c",0.28000,273.69000000,0.807000,,-0.338,0.82,"G9 V",11.5920000,102.2700000,10.7010000
2017,"KELT-18",0.37700,"b",1.18000,2.87175180,0.045500,1.570,0.813,1.91,"F4 V",10.6200000,321.3760000,10.1600000
2023,"TOI-2096",,"c",,6.38784000,0.040000,0.171,-2.228,0.23,"M4",17.8550000,48.4809000,15.9200000
2009,"HIP 5158",,"b",,345.72000000,0.890000,,-0.959,,,11.2080000,51.6026000,10.1600000
2023,"TOI-4087",0.57000,"b",0.73000,3.17748350,0.044690,1.164,0.176,1.11,,12.4420000,301.6760000,12.1070000
2011,"HD 132563",,"b",,1544.00000000,2.620000,,0.374,1.30,,9.4690000,105.1550000,8.9280010
2011,"HD 20794",,"c",,40.11400000,0.203600,,,,"G8 V",4.9660000,6.0027800,4.2600000
2011,"HD 20794",,"d",,90.30900000,0.349900,,,,"G8 V",4.9660000,6.0027800,4.2600000
2006,"CHXR 73",,"b",12.56900,,210.000000,,,,"M3.5",,190.3740000,
2010,"alf Ari",,"b",,380.80000000,1.200000,,,13.90,,3.1560000,20.2101900,2.0053800
2014,"Kepler-370",,"c",,19.02293000,0.140000,0.170,,0.90,,16.1140000,1167.9400000,15.4670000
2014,"Kepler-400",,"b",,9.02438900,0.087000,0.147,,1.15,,14.5830000,845.9700000,13.7620000
2014,"Kepler-221",,"b",,2.79590600,0.037000,0.153,,0.82,,14.8530000,385.2310000,13.9700000
2014,"Kepler-367",,"c",,53.57863700,0.253000,0.107,,0.69,,14.2190000,188.0270000,13.1930000
2014,"Kepler-393",,"c",,14.61361200,0.124000,0.119,,1.38,,14.1070000,881.4040000,13.2580000
2014,"Kepler-304",,"c",,5.31594600,0.054000,0.194,,0.69,,16.1500000,434.6840000,15.0650000
2014,"Kepler-360",,"b",,3.28967200,0.044000,0.147,,1.06,,15.1040000,876.0440000,15.0110000
2014,"Kepler-243",,"c",,20.02621800,0.142000,0.178,,0.84,,16.0460000,693.8600000,15.1590000
2014,"Kepler-261",,"c",,24.57085800,0.156000,0.178,,0.79,,15.0530000,317.4990000,13.7380000
2014,"Kepler-327",,"d",,13.96945700,0.090000,0.154,,0.49,,17.2460000,241.9870000,15.6110000
2014,"Kepler-136",,"b",,11.57890000,0.106000,0.183,,1.35,,12.5110000,420.8180000,11.8220000
2014,"Kepler-122",,"d",,21.58747500,0.155000,0.196,,1.22,,14.9790000,1027.4500000,14.4030000
2014,"Kepler-157",,"c",,13.54050000,0.110000,0.200,,1.04,,13.5740000,773.7130000,14.2060000
2014,"Kepler-147",,"c",,33.41642300,0.216000,0.217,,1.47,,15.0990000,1042.0200000,14.1340000
2014,"Kepler-239",,"b",,11.76305100,0.095000,0.208,,0.76,,16.4870000,648.1090000,15.2520000
2014,"Kepler-200",,"b",,8.59480500,0.080000,0.190,,0.94,,14.8330000,665.9120000,13.9320000
2014,"Kepler-243",,"b",,5.71544200,0.062000,0.219,,0.84,,16.0460000,693.8600000,15.1590000
2014,"Kepler-254",,"b",,5.82666200,0.064000,0.345,,0.91,,16.8960000,1389.4800000,16.0120000
2014,"Kepler-172",,"c",,6.38899600,0.068000,0.255,,1.08,,15.6270000,828.5920000,14.7030000
2014,"Kepler-299",,"c",,6.88587500,0.070000,0.236,,1.03,,16.2600000,1052.2400000,15.2320000
2014,"Kepler-278",,"c",,51.07877500,0.294000,0.320,,2.94,,12.7870000,443.0300000,11.8110000
2014,"Kepler-339",,"d",,10.55834500,0.091000,0.104,,0.80,,15.5550000,616.6370000,14.7060000
2014,"Kepler-397",,"b",,22.25094900,0.144000,0.219,,0.77,,16.1560000,,16.3570000
2014,"Kepler-399",,"b",,14.42528100,0.103000,0.086,,0.68,,15.5600000,740.5370000,14.6860000
2012,"HD 219415",,"b",,2093.30000000,3.200000,,0.620,2.90,"K0 III",9.9030000,165.1840000,8.9090000
2012,"HD 207832",,"c",,1155.70000000,2.112000,,-0.112,0.90,,9.4740000,58.9291000,8.7800000
2020,"WASP-176",0.31000,"b",0.85500,3.89905200,0.053500,1.505,,1.93,"F9",12.7170000,568.4200000,12.0060000
2023,"TOI-3235",0.78000,"b",0.66500,2.59261842,0.027090,1.017,-1.790,0.37,"M V",16.8870000,72.8110000,15.1600000
2021,"NGTS-17",0.50000,"b",0.76400,3.24253000,0.039100,1.240,,1.34,"G4 V",15.0430000,1040.2800000,14.4120000
2023,"HAT-P-2",,"c",10.70000,8500.00000000,,,,,,9.1500000,127.7740000,8.7200000
2022,"TOI-4137",1.01000,"b",1.44000,3.80161220,0.052220,1.211,0.439,1.44,,12.0650000,334.9930000,11.3100000
2022,"NGTS-25",,"b",0.63900,2.82309300,0.038800,1.023,-0.292,0.86,"K0 V",15.1370000,521.2330000,14.3330000
2024,"NGTS-27",0.26600,"b",0.59300,3.37041810,0.044600,1.396,0.514,1.77,,14.2070000,942.1220000,13.5230000
2023,"TOI-3912",0.24300,"b",0.40600,3.49362640,0.046300,1.274,0.273,1.39,,13.0090000,465.9920000,12.5070000
2023,"TOI-2145",5.06000,"b",5.55960,10.26112700,0.111000,1.108,1.007,2.75,,9.6170000,224.7310000,9.0700000
2007,"WASP-4",,"b",1.18600,1.33823147,0.022600,1.321,,0.89,,13.5140000,267.2060000,12.4830000
2022,"TOI-1693",,"b",,1.76669570,0.022600,0.126,,0.46,,14.3240000,30.7947000,12.9620000
2023,"TOI-3819",0.85000,"b",1.11000,3.24431410,0.046110,1.172,0.400,1.54,,13.1800000,558.1410000,12.5420000
2022,"TOI-3331 A",1.82000,"b",2.27000,2.01802310,0.031440,1.158,-0.093,0.95,,12.6980000,217.1930000,11.6350000
2017,"NGTS-1",0.42000,"b",0.81200,2.64729800,0.032600,1.330,,0.57,"M0.5",16.9120000,218.1210000,15.6670000
2022,"TOI-1288",,"c",,416.00000000,1.070000,,-0.155,0.96,,11.3830000,114.8650000,10.4450000
2022,"NGTS-24",,"b",0.52000,3.46787960,0.047900,1.214,0.446,1.64,"G2 IV",13.9700000,683.0620000,13.2140000
2005,"HD 149026",,"b",0.38000,2.87589000,,0.740,,1.41,,8.7530000,75.8643000,8.1500000
2007,"HD 17156",,"b",3.51000,21.21663000,,1.100,,1.55,,8.7800000,78.0863000,8.1700000
2019,"NGTS-4",3.45000,"b",0.06481,1.33735080,0.019000,0.284,,0.84,,13.9530000,280.5550000,13.1380000
2022,"TOI-3693",0.89000,"b",1.02000,9.08851600,0.081300,1.124,-0.344,0.79,,12.6290000,176.4360000,11.9480000
2024,"TOI-3261",3.00000,"b",0.09533,0.88313310,0.017140,0.341,-0.367,0.85,"K1.5+/-1",14.1560000,300.1410000,13.2610000
2021,"NGTS-15",0.74000,"b",0.75100,3.27623000,0.044100,1.100,,0.95,"G6 V",15.2940000,786.4850000,14.6690000
2024,"TOI-3919",3.63000,"b",3.88000,7.43323400,0.079500,1.099,0.336,1.32,,13.3530000,604.5910000,12.8580000
2023,"TOI-3976 A",0.16500,"b",0.17500,6.60766200,0.074300,1.095,0.413,1.50,,12.9880000,516.0870000,12.4030000
2024,"NGTS-26",0.15300,"b",0.29200,4.51992790,0.049000,1.328,0.101,1.16,,15.6590000,1093.6900000,15.0090000
2024,"TOI-3894",0.40000,"b",0.82000,4.33454000,0.053540,1.363,0.419,1.50,,12.0900000,417.3650000,11.9920000
2024,"HD 104067",,"c",,13.89920000,0.105800,,,0.78,,8.9000000,20.3632000,7.9200000
2023,"TOI-2803 A",0.28700,"b",0.97500,1.96229325,0.031850,1.616,0.336,1.25,,13.0220000,494.8180000,12.5370000
2022,"TOI-1288",1.97000,"b",0.13875,2.69982790,0.037400,0.443,-0.155,0.96,,11.3830000,114.8650000,10.4450000
2022,"TOI-1710",0.87000,"b",0.07048,24.28337700,0.166000,0.464,-0.063,0.96,,10.2030000,81.2271000,9.5450000
2023,"TOI-3785",0.61000,"b",0.04704,4.67473730,0.043000,0.459,-1.435,0.50,"M2 V",16.1850000,79.7634000,14.5950000
2023,"TOI-4860",0.75000,"b",0.27300,1.52275910,0.018080,0.770,,0.36,"M3.5 V",,80.1423000,16.4700000
2018,"NGTS-3 A",0.31000,"b",2.38000,1.67537280,0.023000,1.480,,0.93,"G6 V",15.4510000,743.9720000,14.6690000
2023,"TOI-5344",0.60400,"b",0.41200,3.79262200,0.040410,0.946,-1.213,0.59,,16.8800000,138.3670000,15.4020000
2009,"HD 104067",,"b",,55.85100000,0.267400,,,0.78,,8.9000000,20.3632000,7.9200000
2021,"HD 207897",6.29000,"b",0.04657,16.20166000,0.117000,0.209,-0.421,0.78,,9.2640000,28.2938000,8.3700000
2021,"NGTS-14 A",1.39500,"b",0.09200,3.53571730,0.040300,0.444,,0.84,"K1 V",14.0930000,322.1480000,13.2680000
2024,"TOI-1135",,"b",,8.02772830,0.082337,0.832,,1.15,,10.1340000,114.0480000,9.5400000
2023,"TOI-2818",0.34000,"b",0.71000,4.03970900,0.049300,1.363,0.164,1.23,,12.6390000,312.6740000,11.9370000
2024,"NGTS-30",,"b",0.96000,98.29838000,0.408000,0.928,,0.91,,12.2210000,238.3770000,12.5370000
2023,"TOI-2141",4.60000,"b",0.07500,18.26157000,0.133000,0.278,-0.050,0.98,,10.1290000,77.6820000,9.4600000
2022,"TOI-5238",,"b",,4.87217100,,0.466,-0.023,1.02,,12.5980000,290.6460000,12.2140000
2015,"HAT-P-53",0.80000,"b",1.48400,1.96162410,0.031590,1.318,0.217,1.21,,14.4780000,666.8020000,13.7800000
2024,"BD-14 3065 A",2.15000,"b",12.37000,4.28897310,0.065600,1.926,1.060,2.35,,11.4840000,589.4230000,11.1000000
2007,"HAT-P-2",,"b",,5.63351580,0.068140,,0.530,1.39,"F8",9.1500000,127.7740000,8.7200000
2024,"TOI-3071",1.02000,"b",0.21458,1.26693800,0.024900,0.639,,1.31,,13.0170000,485.2190000,12.3830000
2023,"TOI-1669",,"b",,500.00000000,1.270000,,-0.036,1.06,,10.9730000,111.2760000,10.2180000
2021,"HAT-P-64",0.14400,"b",0.58000,4.00723200,0.053870,1.703,0.668,1.74,,13.4460000,651.8970000,12.8550000
2024,"TOI-1691",1.76000,"b",0.04594,16.73690000,0.126000,0.318,-0.031,1.01,,10.7870000,111.4450000,10.1340000
2008,"HR 8799",,"b",7.00000,170000.00000000,68.000000,1.200,0.692,,"A5 V",6.2350000,41.2441000,5.9800000
2024,"TOI-3321",0.25500,"b",0.55400,3.65251450,0.047000,1.388,0.405,1.55,,11.8640000,285.8950000,11.0760000
2019,"NGTS-8",0.89000,"b",0.93000,2.49970000,0.035000,1.090,,0.98,"K0 V",14.5860000,428.9760000,13.6900000
2024,"TOI-1669",6.00000,"c",0.04090,2.68005350,0.037600,0.205,-0.036,1.06,,10.9730000,111.2760000,10.2180000
2023,"TOI-4201",1.82000,"b",2.48000,3.58191940,0.040000,1.220,-1.119,0.63,"M1.0+/-0.5",16.6960000,189.0110000,15.1630000
2023,"TOI-2977",1.28000,"b",1.68000,2.35056140,0.033860,1.174,0.037,1.07,,,,12.6334000
2020,"NGTS-10",1.43000,"b",2.16200,0.76689440,0.014300,1.205,,0.70,"K5 V",15.2740000,,14.5060000
2024,"TOI-1836",3.00000,"c",0.02517,1.77274710,0.030890,0.232,0.570,1.65,,10.2220000,191.6490000,9.7650000
2023,"TOI-4791",2.09000,"b",2.31000,4.28088000,0.055500,1.110,0.380,1.41,,11.8450000,328.8020000,11.5410000
2018,"NGTS-2",0.22600,"b",0.74000,4.51116400,0.063000,1.595,,1.70,"F5 V",11.3800000,356.3910000,10.7890000
2024,"TOI-5616",,"b",1.96332,2.00284900,0.027200,0.961,-0.993,0.65,,17.5220000,390.4150000,16.7400000
2024,"TOI-5232",1.96000,"b",2.34000,4.09666920,0.055930,1.140,0.713,1.78,,13.5590000,609.3880000,12.2460000
2024,"TOI-1836",0.24000,"b",0.07771,20.38084500,0.157000,0.739,0.570,1.65,,10.2220000,191.6490000,9.7650000
2022,"TOI-3629",0.80000,"b",0.26000,3.93655100,0.043000,0.740,,0.60,"M1",16.0930000,130.0910000,14.6390000
2022,"NGTS-21",1.25000,"b",2.36000,1.54338970,0.023600,1.330,,0.86,"K3 V",16.6340000,592.8910000,15.5060000
2020,"NGTS-12",0.22300,"b",0.20800,7.53280600,0.075700,1.048,,1.59,"G",12.9740000,446.4420000,12.3820000
2011,"TrES-5",1.31000,"b",1.79000,1.48224686,0.024590,1.194,,0.87,,14.4070000,360.3130000,13.6770000
2023,"TOI-5205",1.21000,"b",1.08000,1.63075700,0.019900,1.030,-1.712,0.39,"M4.0",16.6300000,86.4493000,15.8990000
2023,"TOI-3807",0.28900,"b",1.04000,2.89897270,0.042100,1.650,0.332,1.47,,12.7570000,421.7450000,11.8560000
2023,"TOI-2842",0.30400,"b",0.37000,3.55140580,0.047500,1.146,0.246,1.26,,13.2530000,460.9950000,12.5900000
2023,"TOI-1736",2.09000,"b",0.03870,7.07307600,0.073000,0.284,0.271,1.43,,9.6420000,88.9482000,8.9530000
2022,"TOI-1516",,"b",3.16000,2.05601400,,1.360,,1.14,"F8 V",11.2240000,247.0540000,10.8580000
2023,"TOI-1859",,"b",,63.48347000,0.337000,0.870,,1.36,,10.9210000,224.3850000,10.3300000
2016,"XO-6",0.62000,"b",4.40000,3.76500070,0.081500,2.070,,1.93,"F5",10.6780000,235.4790000,10.2470000
2019,"NGTS-9",2.93000,"b",2.90000,4.43527000,0.058000,1.070,,1.38,"F8 V",13.3610000,609.1280000,12.8680000
2021,"NGTS-16",0.38000,"b",0.66700,4.84532000,0.052300,1.300,,1.21,"G7 V",15.1400000,898.1680000,14.5290000
2023,"TOI-4145 A",0.32000,"b",0.43000,4.06644280,0.048230,1.187,-0.287,0.86,,12.9390000,205.3870000,12.0840000
2022,"NGTS-23",,"b",0.61300,4.07643260,0.050400,1.267,0.283,1.24,"F9 V",14.5720000,1074.9500000,14.1260000
2021,"NGTS-13",4.02000,"b",4.84000,4.11902700,0.054900,1.142,0.517,1.79,,13.4190000,647.5950000,12.7440000
2023,"TOI-3082",,"b",,1.92690700,,0.327,,0.68,,14.2940000,113.0480000,12.9340000
2023,"TOI-2096",,"b",,3.11906330,0.025000,0.111,-2.228,0.23,"M4",17.8550000,48.4809000,15.9200000
2021,"NGTS-18",0.28000,"b",0.40900,3.05125000,0.044800,1.210,,1.39,"G5 V",15.3220000,1096.1900000,14.5880000
2023,"TOI-4463 A",0.59500,"b",0.79400,2.88071980,0.040360,1.183,0.011,1.06,,11.6460000,173.1170000,11.0360000
2019,"HD 213885",,"c",,4.78503000,0.056798,,0.139,1.10,"G",8.4950000,48.0883000,7.9500000
2023,"TOI-1736",,"c",,571.25000000,1.370000,,0.271,1.43,,9.6420000,88.9482000,8.9530000
2023,"TOI-2796",0.15000,"b",0.44000,4.80849830,0.056900,1.540,0.055,1.07,,13.1860000,350.3430000,12.4750000
2016,"WASP-124",0.43000,"b",0.60000,3.37265000,0.044900,1.240,,1.02,"F9",13.2550000,448.6370000,12.7240000
2010,"WASP-25",,"b",0.44000,3.76483000,,1.070,,0.80,,12.2700000,211.4160000,11.8750000
2023,"TOI-5293 A",0.56000,"b",0.54000,2.93028900,0.034000,1.060,,0.52,"M3+/-1",17.2990000,162.2290000,16.1900000
2019,"NGTS-5",,"b",0.22900,3.35698660,0.038200,1.136,,0.74,"K2 V",14.7060000,306.7790000,13.7890000
2024,"TOI-5301",2.88000,"b",3.72000,5.85885800,0.073000,1.168,0.816,2.19,,12.0370000,629.1610000,11.7380000
2023,"TOI-3984 A",0.49000,"b",0.14000,4.35332600,0.041000,0.710,,0.47,"M4+/-0.5",17.1400000,108.8830000,15.6940000
2023,"TOI-3023",0.24500,"b",0.62000,3.90149710,0.050500,1.466,0.444,1.67,,13.0680000,389.9160000,12.2520000
2017,"KELT-12",0.20900,"b",0.95000,5.03162300,0.067080,1.780,0.892,2.37,,11.1960000,368.0300000,10.5850000
2019,"Qatar-9",1.43000,"b",1.19000,1.54073100,0.023400,1.009,-0.821,0.70,"K5 V",15.5150000,213.7710000,14.0230000
2009,"WASP-13",,"b",0.36000,4.35301000,,1.220,,1.37,,11.2110000,227.5370000,10.4240000
2002,"55 Cnc",,"d",,5574.20000000,5.957000,,,0.94,,6.8160000,12.5855000,5.9508400
2012,"eps CrB",,"b",,417.90000000,1.300000,,,21.00,"K2 III",,69.8683000,4.1257700
2019,"Teegarden's Star",,"b",,4.90634000,0.025900,,-3.141,0.12,,,3.8307800,15.1300000
2019,"Teegarden's Star",,"c",,11.41600000,0.045500,,-3.141,0.12,,,3.8307800,15.1300000
2024,"TOI-1273",0.28000,"b",0.22200,4.63129600,0.054900,0.990,0.029,1.06,,11.5640000,177.1180000,10.9800000
2023,"TOI-5803",,"b",,5.38305000,,0.292,,0.76,,11.5160000,84.0126000,10.6550000
1996,"55 Cnc",,"b",,14.65160000,0.113400,,,0.94,,6.8160000,12.5855000,5.9508400
2004,"55 Cnc",,"c",,44.39890000,0.237300,,,0.94,,6.8160000,12.5855000,5.9508400
2012,"WASP-58",,"b",0.97000,5.01718000,,1.430,,1.22,,12.3120000,290.4040000,11.6520000
2022,"TOI-5174",,"b",,12.21428600,,0.477,0.039,1.09,,14.1100000,197.2430000,11.5830000
2023,"TOI-2084",,"b",,6.07842470,0.050060,0.220,-1.492,0.47,"M2+/-0.5",16.6680000,114.5490000,15.1150000
2023,"TOI-2524",0.79000,"b",0.64000,7.18585000,0.073000,1.000,0.116,1.12,,13.4620000,438.8420000,12.8000000
2023,"TOI-4308",,"b",,9.15120100,,0.216,,0.79,,11.8640000,108.9320000,11.2510000
2023,"TOI-4377",0.88100,"b",0.95700,4.37808100,0.057900,1.348,0.822,3.52,,13.2450000,455.8200000,11.7070000
2023,"TOI-1853",9.74000,"b",0.23031,1.24362580,0.021300,0.309,-0.432,0.81,"K2.5 V",12.8730000,165.1050000,12.1780000
2016,"HATS-35",0.48400,"b",1.22200,1.82099930,0.031990,1.464,0.465,1.43,,13.1900000,514.5550000,12.6090000
2024,"UCAC3 113-933",,"b",21.00000,,6100.000000,,,,"M0",13.9340000,52.5829000,12.5010000
2024,"UCAC4 328-061594",,"b",21.00000,,19000.000000,,,,"DC",15.1410000,39.9089000,15.6890000
2024,"GJ 900 A",,"b",11.00000,,12000.000000,,,,"K7",10.9090000,20.8065000,9.5900000
2019,"TOI-150",1.68000,"b",2.51000,5.85748700,0.070370,1.255,0.497,1.53,"F",12.1730000,336.2670000,11.3900000
2019,"HD 213885",9.15000,"b",0.02778,1.00803500,0.020120,0.156,0.139,1.10,"G",8.4950000,48.0883000,7.9500000
2024,"Wolf 327",7.24000,"b",0.00796,0.57347450,0.010000,0.111,-1.630,0.41,"M2.5 V",14.5860000,28.5321000,13.0180000
2010,"HAT-P-18",0.25000,"b",0.19700,5.50802300,0.055900,0.995,-0.569,0.75,"K2",13.6620000,161.4000000,12.5970000
2021,"TOI-1062",4.85000,"b",0.03194,4.11296000,0.052000,0.202,,0.84,"G9 V",11.0170000,82.1733000,10.2490000
2021,"TOI-431",8.00000,"b",0.00966,0.49004700,0.011300,0.114,,0.73,,10.1040000,32.5686000,9.1200000
2022,"TOI-2260",,"b",,0.35247280,0.009700,0.145,,0.94,"G V",11.2420000,101.2510000,10.4740000
2012,"WASP-71",,"b",1.39000,2.90367000,,1.180,,1.82,,11.3540000,362.7150000,10.5600000
2014,"WASP-84",0.98000,"b",0.69200,8.52349648,0.077800,0.956,,0.77,"K0",11.6400000,100.5880000,10.8250000
2001,"HD 39091",,"b",12.32500,2088.75851000,3.311000,,,,,6.2520000,18.2702000,5.6500000
2007,"55 Cnc",,"f",,259.88000000,0.770800,,,0.94,,6.8160000,12.5855000,5.9508400
2017,"LHS 1140",5.90000,"b",0.01762,24.73723000,0.094600,0.154,-2.420,0.22,"M4.5 V",15.8810000,14.9861000,14.1500000
2024,"TOI-1798",11.17000,"c",0.01762,0.43781460,0.010700,0.125,-0.416,0.79,,12.4770000,113.1810000,11.3610000
2024,"TOI-1410",2.30000,"b",0.03933,1.21687000,0.020700,0.277,-0.622,0.76,,12.2620000,72.7512000,11.1110000
2024,"TOI-1410",,"c",,47.56000000,0.239000,,-0.622,0.76,,12.2620000,72.7512000,11.1110000
2023,"HD 25463",2.87000,"b",0.02737,7.04914230,0.076000,0.227,0.473,1.42,,7.2530000,45.6181000,6.9113400
2023,"HD 25463",9.09000,"c",0.01353,3.04405000,0.044300,0.122,0.473,1.42,,7.2530000,45.6181000,6.9113400
2024,"HD 77946",2.44000,"b",0.03430,6.52736300,0.073000,0.258,0.309,1.32,,9.5880000,99.4510000,8.9900000
2024,"TOI-1173",0.19500,"b",0.08621,7.06466000,0.069600,0.820,,0.93,"G9",11.7270000,132.3530000,11.0380000
2024,"Gaia22dkvL",,"b",0.59100,,1.400000,,,,,,1270.0000000,
2020,"TOI-421",0.58996,"c",0.04436,16.06754100,0.117000,0.454,,0.87,"G9 V",10.7350000,74.7969000,9.9310000
2021,"TOI-1685",5.30000,"b",0.00953,0.66913924,0.011380,0.131,-1.515,0.46,"M2.65 V",14.8790000,37.6153000,13.3780000
2020,"HD 158259",,"e",,7.95100000,,,,1.21,"G0",7.0730000,27.0498000,6.4791500
2014,"WASP-98",0.76400,"b",0.92200,2.96264036,0.037620,1.144,,0.74,,13.7460000,281.7420000,13.2520000
2024,"TOI-238",,"b",,1.27311400,0.021200,0.144,-0.472,0.75,,11.6670000,80.5407000,10.7480000
2020,"HD 158259",,"f",,12.02800000,,,,1.21,"G0",7.0730000,27.0498000,6.4791500
2014,"Kepler-93",,"c",3.00000,1460.00000000,,,,0.92,,10.7310000,95.9115000,9.9960000
2019,"KELT-23 A",0.50300,"b",0.93800,2.25525100,0.033020,1.323,0.034,1.00,"G2 V",10.9020000,126.2610000,10.3080000
2012,"Kepler-36",6.26000,"b",0.01205,13.86825000,,0.134,,1.63,,12.6560000,527.9560000,11.9410000
2021,"TOI-1518",,"b",2.30000,1.90260300,0.038900,1.875,,1.95,"F0",9.2060000,225.8880000,8.9520000
2022,"HIP 94235",,"b",1.19247,7.71305700,0.078700,0.268,,1.08,"G V",8.9430000,58.5146000,8.3100000
2013,"Kepler-68",3.37000,"b",0.02527,5.39875259,0.061350,0.210,,1.26,,10.7280000,144.1660000,10.0770000
2014,"Kepler-93",7.93000,"b",0.01466,4.72673978,0.053430,0.132,,0.92,,10.7310000,95.9115000,9.9960000
2014,"WASP-73",,"b",2.86000,4.08722000,,1.420,,2.55,,10.9840000,316.6780000,10.4680000
2019,"Kepler-1658",6.36000,"b",5.88000,3.84937278,0.054400,1.070,,2.89,,11.8570000,788.2380000,11.6200000
2012,"Kepler-47",0.40000,"b",0.00651,49.46430000,0.287700,0.272,,0.94,,16.2330000,1025.0200000,15.3100000
2019,"Kepler-47",0.30000,"d",0.05984,187.36600000,0.699200,0.628,,0.94,,16.2330000,1025.0200000,15.3100000
2015,"HAT-P-55",0.31800,"b",0.59600,3.58523130,0.046280,1.324,0.097,1.10,,13.8710000,511.3880000,13.1970000
2011,"Kepler-12",0.11000,"b",0.43200,4.43796290,0.055300,1.754,,1.48,,14.2710000,881.3860000,13.4680000
1999,"HR 810",,"b",,302.79999000,0.920000,,,1.13,,5.9520000,17.3181000,5.4000000
2009,"HD 164604",,"b",,641.47200000,1.331000,,,,"K3.5 V",10.8770000,39.3633000,9.6200000
1998,"GJ 876",,"b",2.27560,61.11660000,0.208317,,-1.907,0.30,,11.7300000,4.6751700,10.1600000
2000,"GJ 876",,"c",0.71420,30.08810000,0.129590,,-1.907,0.30,,11.7300000,4.6751700,10.1600000
2005,"GJ 876",,"d",0.02100,1.93778000,0.020807,,-1.907,0.30,,11.7300000,4.6751700,10.1600000
2010,"GJ 876",,"e",0.04600,124.26000000,0.334300,,-1.907,0.30,,11.7300000,4.6751700,10.1600000
2023,"TOI-700",,"e",,27.80978000,0.134000,0.085,-1.640,0.42,"M2.5 V",14.5500000,31.1265000,13.1510000
2003,"HD 111232",,"b",7.96500,1169.13202000,2.148000,,,,,8.3050000,28.9571000,7.5900000
2022,"HD 111232",,"c",18.06300,26472.44623000,17.250000,,,,,8.3050000,28.9571000,7.5900000
